Cruise,Station,Target Asset,Start Latitude [degrees],Start Longitude [degrees],Start time [UTC],Cast,Cast Flag,Bottom depth at start positioning [m],CTD file,CTD file flag,Niskin/ Bottle Position,Niskin Flag,CTD Bottle Closure Time [UTC],CTD Pressure [db],CTD Pressure Flag,CTD Depth [m],CTD Latitude [deg],CTD Longitude [deg],CTD Temperature 1 [deg C],CTD Temperature 1 Flag,CTD Temperature 2 [deg C],CTD Temperature 2 Flag,CTD Conductivity 1 [S/m],CTD Conductivity 1 Flag,CTD Conductivity 2 [S/m],CTD Conductivity 2 Flag,"CTD Salinity 1, uncorrected [psu]","CTD salinity 2, uncorrected [psu]","CTD Oxygen, uncorrected [mL/L]",CTD Oxygen Flag,CTD Oxygen Saturation [mL/L],CTD Fluorescense [mg/m ^ 3],CTD Fluorescense Flag,CTD Beam Attenuation [1/m],CTD Beam Transmission [%],CTD Beam Transmissometer Flag,CTD pH,CTD pH Flag,Discrete Oxygen [mL/L],Discrete Oxygen Flag,Discrete Oxygen Duplicate Flag,Discrete Chlorophyll [ug/L],Discrete Phaeopigment [ug/L],Discrete Fo/Fa Ratio,Discrete Flourescence Flag,Discrete Flourescence Duplicate Flag,Discrete Phosphate [uM],Discrete Silicate [uM],Discrete Nitrate [uM],Discrete Nitrite [uM],Discrete Ammonium [uM],Discrete Nutrients Flag,Discrete Nutrients Duplicate Flag,Discrete Salinity [psu],Discrete Salinity flag,Discrete Salinity Duplicate Flag,Discrete Alkalinity [µmol/kg],Discrete Alkalinity Flag,Discrete Alkalinity Duplicate Flag,Discrete DIC [µmol/kg],Discrete DIC Flag,Discrete DIC Duplicate Flag,Discrete pCO2 [µatm],Discrete pCO2 Flag,Discrete pCO2 Duplicate Flag,Discrete pH,pH Analysis Temp [C],Discrete pH Flag,Discrete pH Duplicate Flag,Calculated Alkalinity [µmol/kg],Calculated CO2aq [µmol/kg],Calculated bicarb [µmol/kg],Calculated CO3 [µmol/kg],Calculated pH,Calculated Omega-C,Calculated Omega-A,Calculated Carbon Flag,Calculated Carbon Duplicate Flag
AT4212,250m W of Slope Base Shallow Profiler ,RS01SBPS,44.52900,-125.39300,2019-06-14T11:24:20.995Z,CTD-006,0000000000000100,2900,AT4212_CTD-006,0000000000000100,17,0000000000000100,2019-06-14T11:57:57.000Z,60.663,0000000001000100,60.165,44.52896,-125.39302,10.0226,0000000000000100,10.0383,0000000000000100,3.576179,0000000010000100,3.437925,0000000010000100,32.5804,32.5739,6.1989,0000000001000100,6.41032,0.919500,0000000011000100,0.0733,98.1840,0000000001000100,8.074,0000000011000100,-9999999,-9999999,-9999999,0.8852,0.3253,1.7373,0000000000000100,0000000000000100,0.5451,2.9829,1.9169,0.1551,0.0399,0000000010000100,0000000010000100,32.5725,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,2038.6138,0000000000000100,0000000000000100,344.77,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,2224.48,15.33,1889.59,133.69,8.089,3.107,2.019,0000000000000100,0000000000000100
AT4212,250m W of Slope Base Shallow Profiler ,RS01SBPS,44.52900,-125.39300,2019-06-14T11:24:20.995Z,CTD-006,0000000000000100,2900,AT4212_CTD-006,0000000000000100,18,0000000000000100,2019-06-14T11:58:22.000Z,60.738,0000000001000100,60.238,44.52896,-125.39302,10.0287,0000000000000100,10.0293,0000000000000100,3.576405,0000000000000100,3.576359,0000000000000100,32.5772,32.5761,6.2021,0000000001000100,6.40961,1.158900,0000000011000100,0.0727,98.1998,0000000001000100,8.074,0000000001000100,-9999999,-9999999,-9999999,0.9125,0.3730,1.7157,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT4212,250m W of Slope Base Shallow Profiler ,RS01SBPS,44.52900,-125.39300,2019-06-14T11:24:20.995Z,CTD-006,0000000000000100,2900,AT4212_CTD-006,0000000000000100,19,0000000000000100,2019-06-14T12:00:47.000Z,40.790,0000000001000100,40.457,44.52896,-125.39305,10.9577,0000000000000100,10.9622,0000000000000100,3.648315,0000000000000100,3.648907,0000000000000100,32.4761,32.4780,6.6699,0000000011000100,6.28621,0.226200,0000000001000100,0.0746,98.1720,0000000001000100,8.126,0000000011000100,7.859210,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,0.3885,2.0421,0.0338,0.0043,-0.0001,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2049.192189,0000000000000100,0000000000000100,420.1,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,2207.57,18.12,1913.81,117.26,8.013,2.738,1.782,0000000000000100,0000000000000100
AT4212,250m W of Slope Base Shallow Profiler ,RS01SBPS,44.52900,-125.39300,2019-06-14T11:24:20.995Z,CTD-006,0000000000000100,2900,AT4212_CTD-006,0000000000000100,20,0000000000000100,2019-06-14T12:01:16.000Z,40.698,0000000001000100,40.365,44.52896,-125.39304,10.9689,0000000000000100,10.9683,0000000000000100,3.649357,0000000000000100,3.649403,0000000000000100,32.4766,32.4776,6.6615,0000000011000100,6.28469,0.220300,0000000001000100,0.0994,97.6181,0000000001000100,8.126,0000000001000100,7.245062,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT4212,250m W of Slope Base Shallow Profiler ,RS01SBPS,44.52900,-125.39300,2019-06-14T11:24:20.995Z,CTD-006,0000000000000100,2900,AT4212_CTD-006,0000000000000100,21,0000000000000100,2019-06-14T12:03:56.000Z,20.850,0000000001000100,20.680,44.52898,-125.39302,13.4016,0000000000000100,13.4109,0000000000000100,3.726434,0000000000000100,3.726103,0000000000000100,31.1557,31.1450,6.1850,0000000001000100,6.02123,0.369400,0000000011000100,0.1324,96.7684,0000000001000100,8.151,0000000011000100,-9999999,-9999999,-9999999,0.2398,0.0612,1.8031,0000000000000100,0000000000000100,0.2522,3.1958,0.0361,0.0240,0.0446,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,1981.107566,0000000000000100,0000000000000100,330.76,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,2185.97,13.3,1821.02,146.79,8.106,3.487,2.279,0000000000000100,0000000000000100
AT4212,250m W of Slope Base Shallow Profiler ,RS01SBPS,44.52900,-125.39300,2019-06-14T11:24:20.995Z,CTD-006,0000000000000100,2900,AT4212_CTD-006,0000000000000100,22,0000000000000100,2019-06-14T12:04:17.000Z,20.796,0000000001000100,20.627,44.52898,-125.39302,13.4049,0000000000000100,13.4239,0000000000000100,3.727113,0000000000000100,3.727164,0000000000000100,31.1593,31.1442,6.1670,0000000001000100,6.02068,0.322300,0000000011000100,0.1044,97.4244,0000000001000100,8.154,0000000001000100,-9999999,-9999999,-9999999,0.2433,0.0654,1.7947,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT4212,250m W of Slope Base Shallow Profiler ,RS01SBPS,44.52900,-125.39300,2019-06-14T11:24:20.995Z,CTD-006,0000000000000100,2900,AT4212_CTD-006,0000000000000100,23,0000000000000100,2019-06-14T12:06:29.000Z,11.272,0000000001000100,11.181,44.52896,-125.39302,15.3040,0000000000000100,15.3047,0000000000000100,3.679348,0000000010000100,3.437925,0000000010000100,29.2492,29.2461,5.9371,0000000011000100,5.86151,0.273000,0000000001000100,0.1405,96.5491,0000000001000100,8.224,0000000011000100,6.402221,0000000000000100,00000000000001000,-9999999,-9999999,-9999999,-9999999,-9999999,0.1326,6.6219,0.0469,0.0061,-0.0001,0000000010000100,0000000010000100,29.3069,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,1892.6087,0000000000000100,0000000000000100,297.62,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,2108.53,11.41,1727.02,154.18,8.138,3.744,2.456,0000000000000100,0000000000000100
AT4212,250m W of Slope Base Shallow Profiler ,RS01SBPS,44.52900,-125.39300,2019-06-14T11:24:20.995Z,CTD-006,0000000000000100,2900,AT4212_CTD-006,0000000000000100,23,0000000000000100,2019-06-14T12:06:29.000Z,11.272,0000000001000100,11.181,44.52896,-125.39302,15.3040,0000000000000100,15.3047,0000000000000100,3.679348,0000000000000100,3.679060,0000000000000100,29.2492,29.2461,5.9371,0000000011000100,5.86151,0.273000,0000000001000100,0.1405,96.5491,0000000001000100,8.224,0000000001000100,6.743405,0000000000000100,00000000000001000,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT4212,1000m E of Axial Base Deep Profiler / 550m E of Axial Base Shallow Profiler,RS03AXPD,45.82950,-129.74617,2019-06-17T22:27:51.000Z,CTD-007,0000000000000100,2624,AT4212_CTD-007,0000000000000100,1,0000000000000100,2019-06-17T23:25:01.000Z,2637.822,0000000001000100,2599.892,45.82956,-129.74614,1.7950,0000000000000100,1.7949,0000000000000100,3.141248,0000000010000100,3.437925,0000000010000100,34.6240,34.6281,1.7753,0000000011000100,7.66983,0.008800,0000000011000100,0.0150,99.6265,0000000001000100,-9999999,0000000001000100,2.004725,0000000000000100,0000000000000100,0.0012,0.0035,1.2500,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,34.6246,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT4212,1000m E of Axial Base Deep Profiler / 550m E of Axial Base Shallow Profiler,RS03AXPD,45.82950,-129.74617,2019-06-17T22:27:51.000Z,CTD-007,0000000000000100,2624,AT4212_CTD-007,0000000000000100,3,0000000000000100,2019-06-17T23:32:38.000Z,2536.384,0000000001000100,2500.500,45.82956,-129.74612,1.8134,0000000000000100,1.8132,0000000000000100,3.138564,0000000010000100,3.437925,0000000010000100,34.6193,34.6233,1.7298,0000000011000100,7.66652,0.020200,0000000011000100,0.0093,99.7679,0000000001000100,-9999999,0000000001000100,1.653796,0000000000000100,0000000000000100,0.0017,0.0029,1.3750,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,34.6231,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT4212,1000m E of Axial Base Deep Profiler / 550m E of Axial Base Shallow Profiler,RS03AXPD,45.82950,-129.74617,2019-06-17T22:27:51.000Z,CTD-007,0000000000000100,2624,AT4212_CTD-007,0000000000000100,4,0000000000000100,2019-06-17T23:40:11.000Z,2280.480,0000000001000100,2249.557,45.82956,-129.74614,1.8658,0000000000000100,1.8656,0000000000000100,3.132139,0000000000000100,3.132434,0000000000000100,34.6069,34.6108,1.5651,0000000001000100,7.65705,0.013400,0000000001000100,0.0059,99.8514,0000000001000100,-9999999,0000000001000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,2.7534,160.8889,41.9304,0.0041,-0.0001,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT4212,1000m E of Axial Base Deep Profiler / 550m E of Axial Base Shallow Profiler,RS03AXPD,45.82950,-129.74617,2019-06-17T22:27:51.000Z,CTD-007,0000000000000100,2624,AT4212_CTD-007,0000000000000100,5,0000000000000100,2019-06-17T23:47:34.000Z,2028.203,0000000001000100,2001.881,45.82956,-129.74614,1.9661,0000000000000100,1.9657,0000000000000100,3.129392,0000000010000100,3.437925,0000000010000100,34.5892,34.5929,1.3439,0000000011000100,7.63869,0.015200,0000000011000100,0.0062,99.8447,0000000001000100,-9999999,0000000001000100,1.181779,0000000000000100,0000000000000100,0.0012,0.0041,1.2222,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,34.5891,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT4212,1000m E of Axial Base Deep Profiler / 550m E of Axial Base Shallow Profiler,RS03AXPD,45.82950,-129.74617,2019-06-17T22:27:51.000Z,CTD-007,0000000000000100,2624,AT4212_CTD-007,0000000000000100,6,0000000000000100,2019-06-17T23:59:43.000Z,1517.312,0000000001000100,1499.423,45.82956,-129.74614,2.4281,0000000000000100,2.4276,0000000000000100,3.143002,0000000010000100,3.437925,0000000010000100,34.5185,34.5217,0.6872,0000000011000100,7.55450,0.023100,0000000001000100,0.0079,99.8019,0000000001000100,-9999999,0000000001000100,0.812982,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,2.9495,144.8467,44.2927,0.0092,0.0253,0000000010000100,0000000010000100,34.5201,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT4212,1000m E of Axial Base Deep Profiler / 550m E of Axial Base Shallow Profiler,RS03AXPD,45.82950,-129.74617,2019-06-17T22:27:51.000Z,CTD-007,0000000000000100,2624,AT4212_CTD-007,0000000000000100,9,0000000000001000,2019-06-18T00:06:58.000Z,1264.180,0000000001000100,1250.025,45.82956,-129.74613,2.8948,0000000000000100,2.8948,0000000000000100,3.167919,0000000010000100,3.437925,0000000010000100,34.4548,34.4577,0.3521,0000000011000100,7.47073,0.026800,0000000011000100,0.0085,99.7863,0000000001000100,-9999999,0000000001000100,0.160642,0000000000000100,0000000000000100,0.0012,0.0065,1.1538,0000000000000100,0000000000000100,3.0074,132.7206,45.0851,-0.0010,-0.0001,0000000010000100,0000000010000100,34.4656,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT4212,1000m E of Axial Base Deep Profiler / 550m E of Axial Base Shallow Profiler,RS03AXPD,45.82950,-129.74617,2019-06-17T22:27:51.000Z,CTD-007,0000000000000100,2624,AT4212_CTD-007,0000000000000100,11,0000000000001000,2019-06-18T00:14:12.000Z,1010.962,0000000001000100,1000.244,45.82956,-129.74612,3.3774,0000000000000100,3.3768,0000000000000100,3.192145,0000000010000100,3.437925,0000000010000100,34.3672,34.3698,0.2080,0000000011000100,7.38694,0.031100,0000000011000100,0.0087,99.7821,0000000001000100,-9999999,0000000001000100,0.012501,0000000000000100,0000000000000100,0.0017,0.0059,1.2308,0000000000000100,0000000000000100,3.0480,114.8780,45.1113,0.0069,-0.0001,0000000010000100,0000000010000100,34.3684,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT4212,1000m E of Axial Base Deep Profiler / 550m E of Axial Base Shallow Profiler,RS03AXPD,45.82950,-129.74617,2019-06-17T22:27:51.000Z,CTD-007,0000000000000100,2624,AT4212_CTD-007,0000000000000100,13,0000000000000100,2019-06-18T00:21:24.000Z,757.326,0000000001000100,749.752,45.82956,-129.74613,3.8968,0000000000000100,3.8962,0000000000000100,3.217331,0000000010000100,3.437925,0000000010000100,34.2543,34.2566,0.2467,0000000011000100,7.29954,0.022800,0000000001000100,0.0093,99.7682,0000000001000100,-9999999,0000000001000100,-0.059038,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,3.0342,104.4658,44.5764,0.0231,-0.0001,0000000010000100,0000000010000100,34.2574,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT4212,1000m E of Axial Base Deep Profiler / 550m E of Axial Base Shallow Profiler,RS03AXPD,45.82950,-129.74617,2019-06-17T22:27:51.000Z,CTD-007,0000000000000100,2624,AT4212_CTD-007,0000000000000100,15,0000000000000100,2019-06-18T00:29:05.000Z,505.189,0000000001000100,500.439,45.82956,-129.74614,4.6607,0000000000000100,4.6646,0000000000000100,3.254659,0000000010000100,3.437925,0000000010000100,34.0329,34.0347,0.9738,0000000011000100,7.17704,0.023000,0000000001000100,0.0100,99.7501,0000000001000100,-9999999,0000000001000100,0.651544,0000000000000100,0000000000000100,-9999999,-9999999,-9999999,-9999999,-9999999,2.7886,80.6522,41.6332,0.0014,-0.0001,0000000010000100,0000000010000100,34.0374,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT4212,1000m E of Axial Base Deep Profiler / 550m E of Axial Base Shallow Profiler,RS03AXPD,45.82950,-129.74617,2019-06-17T22:27:51.000Z,CTD-007,0000000000000100,2624,AT4212_CTD-007,0000000000000100,17,0000000000000100,2019-06-18T00:36:32.000Z,200.866,0000000001000100,199.123,45.82954,-129.74614,7.7961,0000000000000100,7.7969,0000000000000100,3.509884,0000000010000100,3.437925,0000000010000100,33.9078,33.9092,3.5725,0000000001000100,6.67755,0.006200,0000000001000100,0.0239,99.4045,0000000001000100,-9999999,0000000001000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,33.9103,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT4212,1000m E of Axial Base Deep Profiler / 550m E of Axial Base Shallow Profiler,RS03AXPD,45.82950,-129.74617,2019-06-17T22:27:51.000Z,CTD-007,0000000000000100,2624,AT4212_CTD-007,0000000000000100,18,0000000000000100,2019-06-18T00:36:51.000Z,200.776,0000000001000100,199.034,45.82954,-129.74614,7.8068,0000000000000100,7.8021,0000000000000100,3.510805,0000000000000100,3.510555,0000000000000100,33.9074,33.9092,3.5896,0000000001000100,6.67597,0.003500,0000000001000100,0.0244,99.3931,0000000001000100,-9999999,0000000001000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,1.6923,31.7203,25.9108,0.0057,-0.0001,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT4212,1000m E of Axial Base Deep Profiler / 550m E of Axial Base Shallow Profiler,RS03AXPD,45.82950,-129.74617,2019-06-17T22:27:51.000Z,CTD-007,0000000000000100,2624,AT4212_CTD-007,0000000000000100,19,0000000000000100,2019-06-18T00:43:59.000Z,101.303,0000000001000100,100.448,45.82956,-129.74613,8.9740,0000000000000100,8.9767,0000000000000100,3.477552,0000000010000100,3.437925,0000000010000100,32.5027,32.5003,6.1683,0000000011000100,6.56324,0.438400,0000000001000100,0.0371,99.0746,0000000001000100,-9999999,0000000001000100,6.345949,0000000000000100,00000000000010000,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,32.5883,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT4212,1000m E of Axial Base Deep Profiler / 550m E of Axial Base Shallow Profiler,RS03AXPD,45.82950,-129.74617,2019-06-17T22:27:51.000Z,CTD-007,0000000000000100,2624,AT4212_CTD-007,0000000000000100,19,0000000000000100,2019-06-18T00:43:59.000Z,101.303,0000000001000100,100.448,45.82956,-129.74613,8.9740,0000000000000100,8.9767,0000000000000100,3.477552,0000000000000100,3.477560,0000000000000100,32.5027,32.5003,6.1683,0000000011000100,6.56324,0.438400,0000000001000100,0.0371,99.0746,0000000001000100,-9999999,0000000001000100,6.398816,0000000000000100,00000000000010000,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT4212,1000m E of Axial Base Deep Profiler / 550m E of Axial Base Shallow Profiler,RS03AXPD,45.82950,-129.74617,2019-06-17T22:27:51.000Z,CTD-007,0000000000000100,2624,AT4212_CTD-007,0000000000000100,19,0000000000000100,2019-06-18T00:43:59.000Z,101.303,0000000001000100,100.448,45.82956,-129.74613,8.9740,0000000000000100,8.9767,0000000000000100,3.477552,0000000000000100,3.477560,0000000000000100,32.5027,32.5003,6.1683,0000000011000100,6.56324,0.438400,0000000001000100,0.0371,99.0746,0000000001000100,-9999999,0000000001000100,6.315286,0000000000000100,00000000000010000,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT4212,1000m E of Axial Base Deep Profiler / 550m E of Axial Base Shallow Profiler,RS03AXPD,45.82950,-129.74617,2019-06-17T22:27:51.000Z,CTD-007,0000000000000100,2624,AT4212_CTD-007,0000000000000100,20,0000000000000100,2019-06-18T00:44:26.000Z,101.207,0000000001000100,100.353,45.82956,-129.74614,9.0100,0000000000000100,9.0116,0000000000000100,3.480152,0000000000000100,3.480377,0000000000000100,32.4968,32.4976,6.1730,0000000011000100,6.55824,0.470600,0000000011000100,0.0370,99.0774,0000000001000100,-9999999,0000000001000100,6.309305,0000000000000100,00000000000010000,0.1408,0.0915,1.6111,0000000000000101,0000000000000100,0.8501,5.0600,7.4413,0.1185,-0.0001,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT4212,1000m E of Axial Base Deep Profiler / 550m E of Axial Base Shallow Profiler,RS03AXPD,45.82950,-129.74617,2019-06-17T22:27:51.000Z,CTD-007,0000000000000100,2624,AT4212_CTD-007,0000000000000100,20,0000000000000100,2019-06-18T00:44:26.000Z,101.207,0000000001000100,100.353,45.82956,-129.74614,9.0100,0000000000000100,9.0116,0000000000000100,3.480152,0000000000000100,3.480377,0000000000000100,32.4968,32.4976,6.1730,0000000011000100,6.55824,0.470600,0000000001000100,0.0370,99.0774,0000000001000100,-9999999,0000000001000100,6.273026,0000000000000100,00000000000010000,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT4212,1000m E of Axial Base Deep Profiler / 550m E of Axial Base Shallow Profiler,RS03AXPD,45.82950,-129.74617,2019-06-17T22:27:51.000Z,CTD-007,0000000000000100,2624,AT4212_CTD-007,0000000000000100,20,0000000000000100,2019-06-18T00:44:26.000Z,101.207,0000000001000100,100.353,45.82956,-129.74614,9.0100,0000000000000100,9.0116,0000000000000100,3.480152,0000000000000100,3.480377,0000000000000100,32.4968,32.4976,6.1730,0000000011000100,6.55824,0.470600,0000000001000100,0.0370,99.0774,0000000001000100,-9999999,0000000001000100,6.582373,0000000000000100,00000000000010000,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AT4212,1000m E of Axial Base Deep Profiler / 550m E of Axial Base Shallow Profiler,RS03AXPD,45.82950,-129.74617,2019-06-17T22:27:51.000Z,CTD-007,0000000000000100,2624,AT4212_CTD-007,0000000000000100,21,0000000000000100,2019-06-18T00:47:33.000Z,76.615,0000000001000100,75.974,45.82956,-129.74614,9.6736,0000000000000100,9.6764,0000000000000100,3.532215,0000000010000100,3.437925,0000000010000100,32.4411,32.4413,6.4693,0000000011000100,6.46521,1.380500,0000000011000100,0.0681,98.3128,0000000001000100,-9999999,0000000001000100,6.844578,0000000000000100,0000000000000100,0.2916,0.1608,1.6498,0000000000000100,0000000000000100,0.6573,2.2207,3.1174,0.1626,0.4228,0000000010000100,0000000010000100,32.4449,0000000010000100,0000000010000100,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
